Serial number,Time (UTC),Datum ID,Session ID,Data format version,Firmware version,App version,Timezone offset (mins),Date local (yyyy/MM/dd),Time local (hh:mm:ss),GPS lat (ddmm.mmmmm),GPS long (dddmm.mmmmm),GPS speed (km/h),GPS sat count,Timebase (s),Status,Battery remaining (%),Accel X,Accel Y,Accel Z,Tape position,Flow setpoint (mL/min),Flow total (mL/min),Flow1 (mL/min),Flow2 (mL/min),Sample temp (C),Sample RH (%),Sample dewpoint (C),Internal pressure (Pa),Internal temp (C),Optical config,UV Sen1,UV Sen2,UV Ref,UV ATN1,UV ATN2,UV K,Blue Sen1,Blue Sen2,Blue Ref,Blue ATN1,Blue ATN2,Blue K,Green Sen1,Green Sen2,Green Ref,Green ATN1,Green ATN2,Green K,Red Sen1,Red Sen2,Red Ref,Red ATN1,Red ATN2,Red K,IR Sen1,IR Sen2,IR Ref,IR ATN1,IR ATN2,IR K,UV BC1,UV BC2,UV BCc,Blue BC1,Blue BC2,Blue BCc,Green BC1,Green BC2,Green BCc,Red BC1,Red BC2,Red BCc,IR BC1,IR BC2,IR BCc,Readable status
MA350-0238,2022-04-12T15:38:01Z,26485,12,1,1.1,1.4,0,2022-04-12,3:38:01 PM,0,0,0,0,60,64,100,-25759,-88,-1907,3,100,99.91,54.84,45.07,34.76,14.6,3.96,76128,35.31,DUALSPOT-UV-BLUE-GREEN-RED-IR,624539,539693,926230,39.692868,33.267662,0.006816,669677,705994,835348,31.855886,26.852084,0.009257,688656,738140,858930,28.071694,23.541462,0.01003,709479,749511,902763,23.351814,19.384648,0.008875,622984,725927,942956,17.141766,13.890905,0.01312,8313,8813,11397,8678,9248,12308,8849,9409,12317,9176,9584,11575,9611,10140,12399,NA
MA350-0238,2022-04-12T15:39:01Z,26486,12,1,1.1,1.4,0,2022-04-12,3:39:01 PM,0,0,0,0,60,64,100,-25750,-110,-1910,3,100,100.19,54.74,45.45,34.75,14.6,3.92,76124,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,627657,542437,932276,39.847976,33.411014,0.010328,672083,708608,839440,31.984082,26.970066,0.012777,687729,737225,858736,28.185832,23.645308,0.013221,708154,748184,901996,23.449254,19.473432,0.015551,622342,725259,942656,17.216972,13.957026,0.013756,8322,9262,14143,8681,9621,14680,8656,9484,13797,8930,9799,14055,9597,10161,12575,NA
MA350-0238,2022-04-12T15:40:01Z,26487,12,1,1.1,1.4,0,2022-04-12,3:40:01 PM,0,0,0,0,60,64,100,-25739,-67,-1903,3,100,100.08,54.64,45.44,34.75,14.6,3.92,76128,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,626873,541887,932662,40.012676,33.553638,0.005094,671752,708415,840197,32.1221,27.087406,0.003885,685693,735183,857259,28.30886,23.749916,0.004322,707551,747713,902212,23.554968,19.560946,-0.001167,621579,724478,942252,17.297908,14.022146,-0.011964,8852,9218,11118,9362,9572,10698,9346,9556,10649,9705,9661,9445,10346,10010,8572,NA
MA350-0238,2022-04-12T15:41:01Z,26488,12,1,1.1,1.4,0,2022-04-12,3:41:01 PM,0,0,0,0,60,64,100,-25756,-83,-1905,3,100,99.98,54.5,45.48,34.74,14.6,3.91,76132,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,626263,541457,933186,40.16882,33.692812,0.007401,671545,708279,841022,32.250798,27.204176,0.011112,686148,735775,858833,28.42637,23.853812,0.009512,713074,753614,910137,23.655924,19.649544,0.009896,621397,724369,942723,17.3768,14.08769,-0.001338,8413,8987,11972,8752,9517,13640,8949,9483,12266,9291,9772,12131,10110,10066,9880,NA
MA350-0238,2022-04-12T15:42:01Z,26489,12,1,1.1,1.4,0,2022-04-12,3:42:01 PM,0,0,0,0,60,64,100,-25763,-92,-1923,3,100,100.08,54.83,45.24,34.74,14.6,3.91,76132,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,625201,540631,933015,40.31532,33.822828,0.007925,670527,707297,840741,32.373638,27.312004,0.008957,684469,734074,857640,28.535852,23.94936,0.009262,711948,752522,909580,23.751256,19.73077,0.006805,620416,723296,941902,17.44828,14.148306,0.007337,7846,8439,11529,8303,8833,11695,8288,8766,11265,8721,9005,10402,9105,9357,10441,NA
MA350-0238,2022-04-12T15:43:01Z,26490,12,1,1.1,1.4,0,2022-04-12,3:43:01 PM,0,0,0,0,60,64,100,-25732,-82,-1921,3,100,100.36,54.8,45.57,34.73,14.6,3.9,76136,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,624476,540127,933483,40.483548,33.968832,0.005278,669135,705980,840250,32.517102,27.435592,0.005752,684956,734719,859420,28.66579,24.06205,0.007359,705787,746130,902717,23.862352,19.826886,0.008082,620681,723741,943161,17.534058,14.219023,-0.00271,9016,9410,11466,9704,10053,11937,9843,10266,12475,10170,10581,12600,10934,10840,10438,NA
MA350-0238,2022-04-12T15:44:01Z,26491,12,1,1.1,1.4,0,2022-04-12,3:44:01 PM,0,0,0,0,60,64,100,-25746,-100,-1914,3,100,99.93,54.91,45.02,34.71,14.6,3.93,76136,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,622565,538575,932344,40.665508,34.130844,0.00857,667871,704773,839974,32.671734,27.57216,0.01013,681936,731592,856811,28.807666,24.185214,0.00931,704364,744753,901986,23.98517,19.931928,0.008483,619322,722246,941977,17.62883,14.298199,0.005175,9731,10568,14937,10437,11243,15601,10725,11356,14656,11219,11704,14086,12055,12283,13265,NA
MA350-0238,2022-04-12T15:45:01Z,26492,12,1,1.1,1.4,0,2022-04-12,3:45:01 PM,0,0,0,0,60,64,100,-25739,-60,-1889,3,100,99.85,54.51,45.35,34.71,14.6,3.93,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,621231,537542,932038,40.847488,34.292104,0.007066,666665,703610,839750,32.828408,27.713114,0.010451,680876,730582,856716,28.947988,24.310998,0.011261,709163,749961,909265,24.107956,20.040236,0.010914,618747,721676,941978,17.72396,14.378757,0.004878,9805,10443,13783,10654,11521,16218,10686,11514,15855,11300,11981,15335,12190,12408,13344,NA
MA350-0238,2022-04-12T15:46:01Z,26493,12,1,1.1,1.4,0,2022-04-12,3:46:01 PM,0,0,0,0,60,64,100,-25760,-103,-1928,3,100,100.01,54.84,45.16,34.71,14.6,3.93,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,620555,537079,932790,41.032312,34.457776,0.008668,666229,703281,840563,32.98827,27.855134,0.010186,680069,729841,856920,29.092286,24.439538,0.011619,708340,749186,909368,24.23276,20.1498,0.011613,618164,721081,941971,17.820556,14.461647,0.010219,9897,10772,15360,10804,11655,16272,10922,11814,16499,11415,12169,15886,12302,12819,15041,NA
MA350-0238,2022-04-12T15:47:01Z,26494,12,1,1.1,1.4,0,2022-04-12,3:47:01 PM,0,0,0,0,60,64,100,-25732,-83,-1932,3,100,100.15,54.63,45.52,34.71,14.7,3.97,76136,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,619797,536511,933359,41.217904,34.625264,0.00829,664713,701761,839969,33.146836,27.99861,0.01074,680558,730463,858781,29.236962,24.567438,0.009446,701855,742425,902127,24.357064,20.259064,0.010099,618243,721297,943058,17.917198,14.545399,0.009788,9977,10805,15155,10759,11682,16706,10993,11663,15188,11414,12040,15138,12356,12850,14984,NA
MA350-0238,2022-04-12T15:48:01Z,26495,12,1,1.1,1.4,0,2022-04-12,3:48:01 PM,0,0,0,0,60,64,100,-25757,-78,-1903,3,100,99.9,54.77,45.13,34.71,14.7,3.97,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,617654,534780,931809,41.398892,34.782752,0.006278,662737,699842,838768,33.30175,28.13444,0.008787,678218,728090,857007,29.37994,24.692516,0.009498,699991,740582,900815,24.479906,20.364928,0.008769,616573,719467,941372,18.010894,14.62401,0.004924,9704,10249,13112,10484,11156,14820,10836,11505,15031,11251,11768,14326,11948,12167,13111,NA
MA350-0238,2022-04-12T15:49:01Z,26496,12,1,1.1,1.4,0,2022-04-12,3:49:01 PM,0,0,0,0,60,64,100,-25744,-129,-1944,3,100,99.82,54.81,45.02,34.7,14.7,3.96,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,616720,534049,931927,41.566592,34.931376,0.007958,662353,699551,839497,33.446816,28.262336,0.009602,677161,727112,856847,29.510164,24.806312,0.009688,705897,746957,909501,24.594328,20.46443,0.010527,616322,719259,941824,18.101516,14.699293,0.003142,8986,9695,13428,9811,10530,14452,9863,10493,13812,10473,11087,14131,11549,11680,12245,NA
MA350-0238,2022-04-12T15:50:01Z,26497,12,1,1.1,1.4,0,2022-04-12,3:50:01 PM,0,0,0,0,60,64,100,-25728,-89,-1921,3,100,99.72,54.58,45.14,34.7,14.7,3.96,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,616348,533813,932932,41.736696,35.084912,0.008729,662313,699587,840659,33.590028,28.393726,0.012325,677178,727215,857987,29.642732,24.92545,0.011889,704941,746038,909283,24.70789,20.5658,0.012997,615922,718871,942029,18.188282,14.774881,0.012171,9152,9989,14399,9726,10789,16597,10082,10956,15570,10437,11265,15375,11103,11696,14260,NA
MA350-0238,2022-04-12T15:51:01Z,26498,12,1,1.1,1.4,0,2022-04-12,3:51:01 PM,0,0,0,0,60,64,100,-25762,-78,-1913,3,100,100.37,54.45,45.92,34.7,14.7,3.96,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,615465,533128,933102,41.899456,35.232064,0.007442,660634,697915,839681,33.73166,28.520768,0.008653,675926,725974,857474,29.770188,25.04026,0.010088,698634,739460,902134,24.817822,20.663172,0.009316,615894,718935,942794,18.27475,14.847832,0.000131,8778,9411,12755,9640,10254,13614,9716,10379,13886,10127,10637,13173,11091,11096,11118,NA
MA350-0238,2022-04-12T15:52:01Z,26499,12,1,1.1,1.4,0,2022-04-12,3:52:01 PM,0,0,0,0,60,64,100,-25764,-89,-1907,3,100,100.06,54.47,45.59,34.7,14.7,3.96,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,613799,531789,932437,42.084592,35.403576,0.009556,659520,696816,839660,33.892516,28.66941,0.011886,675233,725285,857893,29.91628,25.175588,0.013447,697358,738172,901659,24.945622,20.780266,0.014499,615222,718211,942733,18.372714,14.937943,0.018832,9982,11048,16696,10946,12084,18331,11134,12321,18628,11770,12883,18439,12562,13805,19209,NA
MA350-0238,2022-04-12T15:53:01Z,26500,12,1,1.1,1.4,0,2022-04-12,3:53:01 PM,0,0,0,0,60,64,100,-25766,-92,-1885,3,100,99.95,54.54,45.4,34.7,14.7,3.96,76140,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,611682,530130,931889,42.369732,35.65332,0.005842,657701,695143,839515,34.14322,28.888772,0.0073,672622,722712,856587,30.145342,25.374944,0.007405,701571,742853,908960,25.1472,20.953864,0.006819,613565,716505,941796,18.534268,15.071791,-0.001405,15353,16153,20403,17037,17908,22694,17433,18226,22444,18539,19179,22377,20688,20590,20163,NA
MA350-0238,2022-04-12T15:54:01Z,26501,12,1,1.1,1.4,0,2022-04-12,3:54:01 PM,0,0,0,0,60,64,100,-25760,-110,-1907,3,100,99.97,54.84,45.13,34.7,14.7,3.96,76148,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,610696,529424,932837,42.635608,35.891516,0.008428,657078,694615,840626,34.376872,29.098774,0.010915,671416,721566,856815,30.358064,25.56365,0.010893,700390,741765,909118,25.333844,21.117568,0.011195,612699,715637,941774,18.67817,15.194618,0.008915,14237,15501,22223,15792,17248,25277,16101,17358,24057,17072,18197,23831,18327,19010,21989,NA
MA350-0238,2022-04-12T15:55:01Z,26502,12,1,1.1,1.4,0,2022-04-12,3:55:01 PM,0,0,0,0,60,64,100,-25740,-74,-1914,3,100,100.08,54.64,45.44,34.71,14.7,3.97,76148,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,609509,528536,933395,42.887304,36.116808,0.007601,649987,687298,833413,34.594768,29.294216,0.0098,671473,721808,858660,30.557322,25.741292,0.010269,699689,741210,909854,25.509678,21.27029,0.008271,612580,715652,942906,18.815178,15.310299,0.004038,13528,14561,20071,14781,15943,22364,15138,16229,22060,16143,16860,20460,17514,17782,18954,NA
MA350-0238,2022-04-12T15:56:01Z,26503,12,1,1.1,1.4,0,2022-04-12,3:56:01 PM,0,0,0,0,60,64,100,-25778,-108,-1935,3,100,100.04,54.49,45.55,34.71,14.7,3.97,76152,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,606324,526005,932055,43.261888,36.444996,0.005395,652699,690447,839624,34.917548,29.575966,0.006405,667817,718135,856530,30.85255,25.997564,0.006342,691638,732914,901708,25.766022,21.490306,0.005363,611103,714144,942550,19.018474,15.478321,-0.003439,20189,21157,26335,21957,22925,28283,22492,23353,27963,23600,24228,27384,26060,25762,24460,NA
MA350-0238,2022-04-12T15:57:01Z,26504,12,1,1.1,1.4,0,2022-04-12,3:57:01 PM,0,0,0,0,60,64,100,-25744,-70,-1937,3,100,99.91,54.73,45.18,34.71,14.7,3.97,76148,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,604266,524389,931873,43.589552,36.740756,0.00855,650327,688126,838872,35.196248,29.828342,0.011038,666852,717312,857415,31.10446,26.223142,0.011267,695038,736730,908066,25.982908,21.681788,0.011369,609567,712528,941688,19.186862,15.623005,0.009381,17583,19224,28029,18876,20705,30867,19107,20725,29417,19880,21260,28214,21491,22367,26208,NA
MA350-0238,2022-04-12T15:58:01Z,26505,12,1,1.1,1.4,0,2022-04-12,3:58:01 PM,0,0,0,0,60,64,100,-25728,-117,-1910,3,100,99.93,54.74,45.2,34.71,14.7,3.97,76152,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,603210,523589,932670,43.853852,36.982596,0.00931,649810,687680,840028,35.418096,30.031114,0.011653,665521,715994,857370,31.304244,26.40492,0.012594,694155,735916,908456,26.154336,21.836536,0.013794,608628,711573,941480,19.317124,15.736233,0.011452,14180,15713,23965,15023,16629,25581,15151,16695,25013,15711,17175,24578,16622,17497,21344,NA
MA350-0238,2022-04-12T15:59:01Z,26506,12,1,1.1,1.4,0,2022-04-12,3:59:01 PM,0,0,0,0,60,64,100,-25742,-125,-1892,3,100,99.87,54.65,45.22,34.71,14.7,3.97,76152,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,602185,522843,933130,44.07488,37.178692,0.007173,649388,687423,841003,35.601144,30.190514,0.007213,664893,715483,857964,31.470602,26.547682,0.006109,693868,735769,909349,26.297532,21.957312,0.004008,608706,711802,942634,19.42593,15.824463,-0.006188,11877,12736,17367,12414,13066,16704,12635,13106,15643,13143,13398,14691,13905,13629,12413,NA
MA350-0238,2022-04-12T16:00:01Z,26507,12,1,1.1,1.4,0,2022-04-12,4:00:01 PM,0,0,0,0,60,64,100,-25737,-100,-1881,3,100,100.06,54.69,45.37,34.71,14.6,3.93,76156,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,600613,521580,932554,44.273432,37.357336,0.007933,647763,685777,840256,35.764436,30.337512,0.01005,663517,714092,857429,31.618474,26.680356,0.010849,687643,729266,902316,26.42291,22.068556,0.01123,608219,711306,942754,19.520966,15.906332,0.008805,10662,11563,16434,11067,12009,17277,11224,12139,17084,11500,12300,16353,12137,12604,14656,NA
MA350-0238,2022-04-12T16:01:01Z,26508,12,1,1.1,1.4,0,2022-04-12,4:01:01 PM,0,0,0,0,60,64,100,-25718,-96,-1944,3,100,100.11,54.7,45.41,34.71,14.6,3.93,76160,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,599136,520372,931962,44.461076,37.529952,0.009206,645949,683956,839190,35.919016,30.479978,0.011718,662765,713377,857638,31.754366,26.80464,0.012425,691757,733717,908763,26.540158,22.173814,0.012463,607026,709979,941723,19.60954,15.984537,0.013034,10074,11162,17054,10475,11628,18089,10312,11360,17033,10752,11626,16067,11310,12028,15193,NA
MA350-0238,2022-04-12T16:02:01Z,26509,12,1,1.1,1.4,0,2022-04-12,4:02:01 PM,0,0,0,0,60,64,100,-25755,-73,-1907,3,100,100.02,54.58,45.44,34.73,14.6,3.94,76164,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,598961,520313,933280,44.636044,37.687632,0.007753,646739,684885,841405,36.063148,30.60948,0.009527,662563,713272,858536,31.88678,26.9212,0.00843,691753,733834,909799,26.654122,22.272132,0.006764,607106,710211,942688,19.6973,16.056435,-0.004827,9414,10190,14397,9788,10563,14911,10071,10647,13773,10474,10853,12778,11231,11051,10256,NA
MA350-0238,2022-04-12T16:03:01Z,26510,12,1,1.1,1.4,0,2022-04-12,4:03:01 PM,0,0,0,0,60,64,100,-25744,-114,-1929,3,100,100.21,54.65,45.56,34.71,14.6,3.89,76164,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,593180,515378,926077,44.825836,37.858532,0.007593,640463,678347,834595,36.223104,30.754328,0.010043,661447,712163,858300,32.032132,27.051846,0.010454,685173,726978,902299,26.778024,22.381182,0.009473,606762,709896,943074,19.794564,16.138742,0.003835,10198,11016,15461,10848,11785,17051,11040,11904,16598,11372,12007,15238,12430,12619,13451,NA
MA350-0238,2022-04-12T16:04:01Z,26511,12,1,1.1,1.4,0,2022-04-12,4:04:01 PM,0,0,0,0,60,64,100,-25750,-96,-1910,3,100,100.25,54.65,45.6,34.73,14.6,3.9,76168,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,596775,518713,933592,45.0311,38.021212,-0.010524,644185,682507,840853,36.3923,30.89003,-0.009442,661215,712169,859356,32.185868,27.171798,-0.022125,684873,726889,903092,26.913976,22.485686,-0.03403,606553,709925,943835,19.907422,16.215889,-1.903015,11030,10477,7483,11475,11031,8540,11677,10920,6820,12478,11497,6513,14423,11817,370,NA
MA350-0238,2022-04-12T16:05:01Z,26512,12,1,1.1,1.4,0,2022-04-12,4:05:01 PM,0,0,0,0,60,64,100,-25755,-107,-1888,3,100,99.8,54.43,45.37,34.71,14.6,3.85,76168,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,595660,517805,932967,45.15594,38.13804,0.009773,643260,681594,840495,36.494484,30.9829,0.010261,659082,709935,857329,32.277992,27.25684,0.012662,683460,725397,901885,26.989984,22.555452,0.014129,605490,708697,942652,19.964688,16.265533,0.008912,6735,7562,12055,6958,7587,11124,7025,7781,11881,7004,7714,11322,7348,7642,8938,NA
MA350-0238,2022-04-12T16:06:01Z,26513,12,1,1.1,1.4,0,2022-04-12,4:06:01 PM,0,0,0,0,60,64,100,-25746,-110,-1910,3,100,100.11,54.97,45.14,34.71,14.5,3.81,76172,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,595303,517492,933162,45.240276,38.219068,0.011559,643692,682077,841607,36.562448,31.047316,0.013831,658820,709652,857460,32.336746,27.310736,0.013296,683346,725361,902222,27.041422,22.600824,0.011518,605311,708543,942722,20.00328,16.299128,0.012255,4505,5272,9444,4582,5289,9270,4436,4956,7782,4693,5042,6817,4903,5198,6496,NA
MA350-0238,2022-04-12T16:07:01Z,26514,12,1,1.1,1.4,0,2022-04-12,4:07:01 PM,0,0,0,0,60,64,100,-25732,-85,-1885,3,100,100.28,54.6,45.68,34.71,14.5,3.81,76172,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,595221,517427,934031,45.340496,38.31688,0.01143,642840,681227,841237,36.644444,31.12602,0.013496,659658,710600,859239,32.409752,27.3804,0.014667,688594,730961,909718,27.103072,22.657498,0.013875,605085,708293,942843,20.048866,16.341105,0.017586,5390,6288,11189,5566,6386,11013,5550,6330,10579,5663,6223,9077,5831,6418,9007,NA
MA350-0238,2022-04-12T16:08:01Z,26515,12,1,1.1,1.4,0,2022-04-12,4:08:01 PM,0,0,0,0,60,64,100,-25760,-97,-1913,3,100,99.79,54.49,45.3,34.71,14.5,3.81,76172,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,593428,515914,932763,45.509052,38.479712,0.011247,641041,679344,840106,36.787548,31.265564,0.014549,657620,708438,857643,32.539986,27.505744,0.01551,682637,724655,902835,27.216204,22.763834,0.016307,604624,707819,942956,20.137664,16.425055,0.021181,9084,10556,18611,9735,11417,20946,9921,11485,20031,10415,11775,18726,11383,12943,19849,NA
MA350-0238,2022-04-12T16:09:01Z,26516,12,1,1.1,1.4,0,2022-04-12,4:09:01 PM,0,0,0,0,60,64,100,-25739,-100,-1932,3,100,100.11,54.55,45.56,34.71,14.5,3.77,76176,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,592772,515356,932819,45.627904,38.59268,0.010361,640646,678952,840381,36.887444,31.357056,0.010634,656665,707471,857155,32.628562,27.586648,0.011573,681173,723190,901591,27.291986,22.831224,0.010413,603735,706821,942113,20.195412,16.473587,0.001669,6398,7282,12134,6787,7444,11168,6740,7372,10829,6968,7420,9735,7393,7441,7651,NA
MA350-0238,2022-04-12T16:10:01Z,26517,12,1,1.1,1.4,0,2022-04-12,4:10:01 PM,0,0,0,0,60,64,100,-25748,-85,-1929,3,100,99.64,54.38,45.26,34.71,14.5,3.77,76176,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,592293,514969,933194,45.744968,38.707452,0.011723,640582,678916,841093,36.983416,31.450992,0.014616,656873,707734,858191,32.714214,27.667994,0.014604,686930,729318,909851,27.36456,22.899714,0.01647,603688,706789,942565,20.250458,16.524204,0.01792,6321,7446,13632,6541,7692,14237,6537,7460,12519,6694,7590,12186,7070,7811,11097,NA
MA350-0238,2022-04-12T16:11:01Z,26518,12,1,1.1,1.4,0,2022-04-12,4:11:01 PM,0,0,0,0,60,64,100,-25722,-66,-1907,3,100,100.22,54.67,45.56,34.71,14.4,3.74,76176,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,591860,514574,933418,45.843556,38.808364,0.013043,634908,672901,834292,37.062848,31.530638,0.015553,656288,707117,858035,32.78725,27.7374,0.014538,686284,728652,909551,27.425144,22.956584,0.015927,603218,706318,942258,20.297978,16.56526,0.008194,5296,6505,13173,5385,6479,12715,5546,6324,10597,5559,6262,9871,6071,6294,7283,NA
MA350-0238,2022-04-12T16:12:01Z,26519,12,1,1.1,1.4,0,2022-04-12,4:12:01 PM,0,0,0,0,60,64,100,-25755,-133,-1922,3,100,99.98,54.47,45.5,34.71,14.4,3.74,76176,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,590630,513504,932514,45.959692,38.925012,0.012388,638580,676780,839944,37.159712,31.626252,0.014788,655278,706027,857455,32.87312,27.822056,0.01642,680240,722269,902214,27.497936,23.024936,0.015739,603238,706345,942804,20.353324,16.616299,0.01776,6261,7528,14539,6591,7788,14631,6543,7722,14218,6703,7535,11817,7096,7834,11114,NA
MA350-0238,2022-04-12T16:13:01Z,26520,12,1,1.1,1.4,0,2022-04-12,4:13:01 PM,0,0,0,0,60,64,100,-25746,-82,-1921,3,100,100.06,54.61,45.45,34.71,14.4,3.74,76176,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,590254,513166,932814,46.05018,39.017936,0.013136,638173,676378,840030,37.234028,31.699342,0.014771,654971,705713,857580,32.938344,27.883662,0.014193,679530,721556,901768,27.554322,23.077168,0.014878,602444,705444,941925,20.394192,16.653254,0.015701,4866,6004,12317,5044,5960,11209,4958,5626,9311,5179,5764,8778,5227,5678,7689,NA
MA350-0238,2022-04-12T16:14:01Z,26521,12,1,1.1,1.4,0,2022-04-12,4:14:01 PM,0,0,0,0,60,64,100,-25746,-110,-1903,3,100,99.96,54.68,45.28,34.7,14.4,3.73,76176,35.19,DUALSPOT-UV-BLUE-GREEN-RED-IR,589190,512221,931889,46.131052,39.101492,0.013419,637252,675387,839319,37.2956,31.763098,0.016836,653756,704406,856445,32.99302,27.9394,0.018226,684733,727084,909076,27.599636,23.120132,0.017093,602126,705098,941766,20.42791,16.684013,0.017461,4343,5419,11402,4174,5219,11217,4150,5109,10411,4157,4759,7870,4307,4744,6695,NA
MA350-0238,2022-04-12T16:15:01Z,26522,12,1,1.1,1.4,0,2022-04-12,4:15:01 PM,0,0,0,0,60,64,100,-25766,-81,-1900,3,100,99.83,54.54,45.29,34.7,14.4,3.73,76180,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,588947,511963,932255,46.212964,39.19068,0.014541,636690,674749,839137,37.3609,31.83036,0.016567,653854,704483,857078,33.045394,27.9938,0.018803,683107,725341,907317,27.642154,23.163346,0.02099,601447,704300,941024,20.461426,16.715794,0.021342,4410,5783,13445,4437,5504,11646,3986,4986,10527,3910,4786,9315,4292,4901,7619,NA
MA350-0238,2022-04-12T16:16:01Z,26523,12,1,1.1,1.4,0,2022-04-12,4:16:01 PM,0,0,0,0,60,64,100,-25762,-88,-1922,3,100,100.04,54.45,45.59,34.7,14.4,3.73,76184,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,588775,511780,932835,46.303724,39.290072,0.014477,636405,674412,839346,37.4312,31.906914,0.01792,653702,704323,857436,33.111382,28.062124,0.018368,684632,726977,909828,27.695178,23.21692,0.020265,602116,705108,942444,20.498948,16.753437,0.025389,4894,6402,14848,4785,6224,14535,5030,6221,12839,4884,5895,11133,4812,5767,10036,NA
MA350-0238,2022-04-12T16:17:01Z,26524,12,1,1.1,1.4,0,2022-04-12,4:17:01 PM,0,0,0,0,60,64,100,-25746,-67,-1939,3,100,99.95,54.36,45.59,34.69,14.4,3.72,76184,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,587967,511075,932581,46.41494,39.400828,0.011926,635808,673778,839314,37.520744,31.994758,0.014268,653349,703959,857652,33.192298,28.139256,0.014246,684170,726534,909859,27.765472,23.281078,0.012725,601606,704551,942110,20.553916,16.800566,0.005282,6008,7134,13459,6106,7142,13141,6179,7023,11722,6487,7059,10031,7063,7220,7923,NA
MA350-0238,2022-04-12T16:18:01Z,26525,12,1,1.1,1.4,0,2022-04-12,4:18:01 PM,0,0,0,0,60,64,100,-25728,-89,-1932,3,100,100.11,54.88,45.24,34.69,14.5,3.76,76188,35.19,DUALSPOT-UV-BLUE-GREEN-RED-IR,587085,510301,932042,46.51162,39.50372,0.014166,635323,673273,839321,37.599016,32.076134,0.017023,651994,702494,856486,33.262722,28.210358,0.01794,682820,725098,908574,27.82332,23.339806,0.021191,601014,703867,941623,20.596638,16.843342,0.026259,5173,6679,15166,5286,6667,14687,5327,6524,13210,5288,6512,12885,5437,6604,11842,NA
MA350-0238,2022-04-12T16:19:01Z,26526,12,1,1.1,1.4,0,2022-04-12,4:19:01 PM,0,0,0,0,60,64,100,-25746,-82,-1910,3,100,100.11,54.63,45.48,34.68,14.5,3.75,76192,35.19,DUALSPOT-UV-BLUE-GREEN-RED-IR,586377,509642,931655,46.590132,39.584848,0.013218,634670,672589,838993,37.66158,32.138404,0.015167,650808,701226,855361,33.314946,28.26276,0.017258,681438,723647,907152,27.86831,23.381236,0.014243,600193,702900,940618,20.630486,16.874986,0.019533,4220,5238,10986,4245,5074,9900,3968,4782,9336,4131,4569,6850,4327,4859,7248,NA
MA350-0238,2022-04-12T16:20:01Z,26527,12,1,1.1,1.4,0,2022-04-12,4:20:01 PM,0,0,0,0,60,64,100,-25721,-78,-1942,3,100,99.91,54.41,45.5,34.68,14.5,3.78,76196,35.25,DUALSPOT-UV-BLUE-GREEN-RED-IR,586639,509853,932745,46.661708,39.663108,0.014408,634110,671981,838709,37.718672,32.1978,0.016576,651652,702141,856901,33.364116,28.312416,0.017338,682885,725174,909420,27.90807,23.421876,0.020805,600978,703826,942147,20.659198,16.903018,0.023214,3863,5051,11789,3889,4839,10377,3751,4530,8899,3665,4481,8740,3685,4303,7082,NA
